Time,Stage 1 Speed,Stage 2 Speed,Stage 1 Altitude,Stage 2 Altitude,Stage 1 LOX,Stage 2 LOX,Stage 1 CH4,Stage 2 CH4,Stage 1 Pitch,Stage 2 Pitch,Stage 1 Engines,Stage 2 Engines,Stage 1 Center Engines,Stage 2 Center Engines,Stage 1 Middle Engines,Stage 1 Outer Engines,Stage 2 Outer Engines
5.00,,,,,,,,,,,.00,,.00,,.00,.00,,
5.03,,,,,,,,,,,.00,,.00,,.00,.00,,
5.07,,,,,,,,,,,.00,,.00,,.00,.00,,
5.10,,,,,,,,,,,.00,,.00,,.00,.00,,
5.13,,,,,,,,,,,.00,,.00,,.00,.00,,
5.17,,,,,,,,,,,.00,,.00,,.00,.00,,
5.20,,,,,,,,,,,.00,,.00,,.00,.00,,
5.23,,,,,,,,,,,.00,,.00,,.00,.00,,
5.27,,,,,,,,,,,.00,,.00,,.00,.00,,
5.30,34.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.33,34.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.37,35.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.40,35.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.43,35.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.47,36.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.50,36.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.54,37.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.57,37.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.60,38.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.63,38.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.67,39.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.70,39.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.73,40.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.77,40.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.80,,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
5.84,,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.00,4.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.03,,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.07,,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.10,,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.14,43.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.17,44.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.20,44.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.23,45.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.27,45.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.30,46.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.34,46.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.37,46.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.40,47.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.44,47.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.47,48.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.50,48.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.54,48.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.57,,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.60,,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.63,50.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.71,50.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.73,51.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.77,52.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.80,52.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.83,53.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.87,53.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.90,54.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.93,54.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
6.97,55.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.00,55.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.03,55.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.07,56.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.10,56.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.13,57.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.17,57.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.20,57.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.23,58.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.27,59.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.30,59.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.33,60.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.37,60.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.40,61.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.44,61.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.47,62.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.50,62.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.54,63.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.57,63.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.60,63.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.64,64.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.67,64.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.70,65.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.74,65.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.77,65.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.81,66.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.83,66.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.87,66.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.90,67.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.94,67.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
7.97,68.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.00,68.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.03,69.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.07,69.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.10,70.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.14,70.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.17,71.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.20,71.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.24,72.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.27,72.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.30,73.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.34,73.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.37,74.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.40,74.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.44,75.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.47,75.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.50,76.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.54,76.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.57,77.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.60,77.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.64,78.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.71,78.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.74,79.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.77,79.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.80,80.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.84,80.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.87,80.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.90,81.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.94,81.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
8.97,82.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.00,82.00,,.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.04,82.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.07,83.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.10,83.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.14,84.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.17,84.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.21,84.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.24,85.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.27,86.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.30,86.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.34,86.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.37,87.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.40,87.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.44,88.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.47,88.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.50,89.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.54,89.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.58,90.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.60,90.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.64,,,1.00,,,,,,,,,,,,,,,
9.67,,,1.00,,,,,,,,,,,,,,,
9.70,92.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.74,93.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.77,93.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.80,,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.84,,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.87,95.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.90,96.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.94,96.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
9.97,97.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.00,97.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.04,98.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.07,98.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.10,99.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.14,99.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.17,100.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.21,100.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.24,101.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.27,101.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.30,102.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.34,102.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.37,103.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.40,103.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.44,104.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.47,104.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.51,105.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.54,105.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.57,106.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.61,106.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.64,107.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.71,107.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.74,108.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.77,108.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.81,109.00,,1.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.84,109.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.87,110.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.91,110.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.94,111.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
10.97,111.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.01,112.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.04,112.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.07,113.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.10,114.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.14,114.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.17,114.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.20,115.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.24,115.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.27,116.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.30,116.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.34,117.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.37,117.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.40,117.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.44,118.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.47,119.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.51,119.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.54,120.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.57,120.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.60,,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.64,,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.67,122.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.71,122.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.74,123.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.77,123.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.81,124.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.84,124.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.87,125.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.91,126.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.94,126.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
11.97,126.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.01,127.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.04,127.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.07,128.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.11,128.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.14,129.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.17,129.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.21,129.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.24,130.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.27,130.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.31,131.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.34,131.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.38,132.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.41,132.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.44,133.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.47,133.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.51,134.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.54,134.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.57,135.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.61,135.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.64,136.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.72,136.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.74,138.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.77,138.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.81,139.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.84,139.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.88,139.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.91,140.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.94,140.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
12.97,141.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.01,141.00,,2.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.04,141.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.07,142.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.11,142.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.14,143.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.17,143.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.21,143.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.24,144.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.27,145.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.31,145.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.34,145.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.37,146.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.41,146.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.44,147.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.48,147.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.50,148.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.54,149.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.57,150.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.61,150.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.64,151.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.67,151.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.71,152.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.74,153.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.77,153.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.81,153.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.84,154.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.87,154.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.91,155.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.94,156.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
13.97,156.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.01,157.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.04,157.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.08,158.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.11,159.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.14,159.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.17,160.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.21,160.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.24,161.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.28,161.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.31,162.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.34,162.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.38,163.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.41,163.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.44,164.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.48,164.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.51,165.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.54,165.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.57,166.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.61,166.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.64,167.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.72,167.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.74,168.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.78,163.00,,3.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.81,163.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.84,170.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.87,171.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.91,171.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.94,172.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
14.98,172.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.01,173.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.04,173.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.08,174.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.11,175.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.14,175.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.18,175.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.21,176.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.24,177.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.28,177.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.31,178.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.34,178.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.38,173.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.41,173.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.44,180.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.48,180.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.51,181.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.54,181.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.58,182.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.61,182.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.64,183.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.67,183.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.71,184.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.74,184.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.78,185.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.81,185.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.84,186.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.88,186.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.91,187.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.94,187.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
15.98,188.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.01,188.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.04,189.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.08,190.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.11,190.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.14,191.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.18,191.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.21,192.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.24,192.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.28,193.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.31,193.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.34,193.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.38,194.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.41,194.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.44,195.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.48,195.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.51,195.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.54,196.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.58,196.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.61,197.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.64,197.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.72,197.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.74,193.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.78,193.00,,4.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.81,200.00,,5.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.84,201.00,,5.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.88,202.00,,5.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.91,202.00,,5.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.95,203.00,,5.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
16.98,203.00,,5.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
17.01,204.00,,5.00,,.00,,.00,,,,.00,,.00,,.00,.00,,
