Time,Stage 1 Speed,Stage 2 Speed,Stage 1 Altitude,Stage 2 Altitude,Stage 1 LOX,Stage 2 LOX,Stage 1 CH4,Stage 2 CH4,Stage 1 Pitch,Stage 2 Pitch,Stage 1 Engines,Stage 2 Engines,Stage 1 Center Engines,Stage 2 Center Engines,Stage 1 Middle Engines,Stage 1 Outer Engines,Stage 2 Outer Engines
8.37,,,,,,,,,,,,,,,,,,
8.40,,,,,,,,,,,,,,,,,,
8.43,,,,,,,,,,,,,,,,,,
8.47,,,,,,,,,,,,,,,,,,
8.50,,,,,,,,,,,,,,,,,,
8.53,,,,,,,,,,,,,,,,,,
8.57,,,,,,,,,,,,,,,,,,
8.60,,,,,,,,,,,,,,,,,,
8.63,,,,,,,,,,,,,,,,,,
8.67,,,,,,,,,,,,,,,,,,
8.70,,,,,,,,,,,,,,,,,,
8.73,,,,,,,,,,,,,,,,,,
8.77,,,,,,,,,,,,,,,,,,
8.80,,,,,,,,,,,,,,,,,,
8.83,,,,,,,,,,,,,,,,,,
8.87,,,,,,,,,,,,,,,,,,
8.90,,,,,,,,,,,,,,,,,,
8.93,,,,,,,,,,,,,,,,,,
8.97,,,,,,,,,,,,,,,,,,
9.00,,,,,,,,,,,,,,,,,,
9.03,,,,,,,,,,,,,,,,,,
9.07,,,,,,,,,,,,,,,,,,
9.10,,,,,,,,,,,,,,,,,,
9.13,,,,,,,,,,,,,,,,,,
9.17,,,,,,,,,,,,,,,,,,
9.20,,,,,,,,,,,,,,,,,,
9.23,,,,,,,,,,,,,,,,,,
9.27,,,,,,,,,,,,,,,,,,
9.30,,,,,,,,,,,,,,,,,,
9.33,,,,,,,,,,,,,,,,,,
9.37,,,,,,,,,,,,,,,,,,
9.40,,,,,,,,,,,,,,,,,,
9.43,,,,,,,,,,,,,,,,,,
9.47,,,,,,,,,,,,,,,,,,
9.50,,,,,,,,,,,,,,,,,,
9.53,,,,,,,,,,,,,,,,,,
9.57,,,,,,,,,,,,,,,,,,
9.60,,,,,,,,,,,,,,,,,,
9.63,,,,,,,,,,,,,,,,,,
9.67,,,,,,,,,,,,,,,,,,
9.70,,,,,,,,,,,,,,,,,,
9.73,,,,,,,,,,,,,,,,,,
9.77,,,,,,,,,,,,,,,,,,
9.80,,,,,,,,,,,,,,,,,,
9.83,,,,,,,,,,,,,,,,,,
9.87,,,,,,,,,,,,,,,,,,
9.90,,,,,,,,,,,,,,,,,,
9.93,,,,,,,,,,,,,,,,,,
9.97,,,,,,,,,,,,,,,,,,
10.00,,,,,,,,,,,,,,,,,,
10.03,,,,,,,,,,,,,,,,,,
10.07,,,,,,,,,,,,,,,,,,
10.10,,,,,,,,,,,,,,,,,,
10.13,,,,,,,,,,,,,,,,,,
10.17,,,,,,,,,,,,,,,,,,
10.20,,,,,,,,,,,,,,,,,,
10.23,,,,,,,,,,,,,,,,,,
10.27,,,,,,,,,,,,,,,,,,
10.30,,,,,,,,,,,,,,,,,,
10.33,,,,,,,,,,,,,,,,,,
10.37,,,,,,,,,,,,,,,,,,
10.40,,,,,,,,,,,,,,,,,,
10.43,,,,,,,,,,,,,,,,,,
10.47,,,,,,,,,,,,,,,,,,
10.50,,,,,,,,,,,,,,,,,,
10.53,,,,,,,,,,,,,,,,,,
10.57,,,,,,,,,,,,,,,,,,
10.60,,,,,,,,,,,,,,,,,,
10.63,,,,,,,,,,,,,,,,,,
10.67,,,,,,,,,,,,,,,,,,
10.70,,,,,,,,,,,,,,,,,,
10.73,,,,,,,,,,,,,,,,,,
10.77,,,,,,,,,,,,,,,,,,
10.80,,,,,,,,,,,,,,,,,,
10.83,,,,,,,,,,,,,,,,,,
10.87,,,,,,,,,,,,,,,,,,
10.90,,,,,,,,,,,,,,,,,,
10.93,,,,,,,,,,,,,,,,,,
10.97,,,,,,,,,,,,,,,,,,
11.00,,,,,,,,,,,,,,,,,,
11.03,,,,,,,,,,,,,,,,,,
11.07,,,,,,,,,,,,,,,,,,
11.10,,,,,,,,,,,,,,,,,,
11.13,,,,,,,,,,,,,,,,,,
11.17,,,,,,,,,,,,,,,,,,
11.20,,,,,,,,,,,,,,,,,,
11.23,,,,,,,,,,,,,,,,,,
11.27,,,,,,,,,,,,,,,,,,
11.30,,,,,,,,,,,,,,,,,,
11.33,,,,,,,,,,,,,,,,,,
11.37,,,,,,,,,,,,,,,,,,
11.40,,,,,,,,,,,,,,,,,,
11.43,,,,,,,,,,,,,,,,,,
11.47,,,,,,,,,,,,,,,,,,
11.50,,,,,,,,,,,,,,,,,,
11.53,,,,,,,,,,,,,,,,,,
11.57,,,,,,,,,,,,,,,,,,
11.60,,,,,,,,,,,,,,,,,,
11.63,,,,,,,,,,,,,,,,,,
11.67,,,,,,,,,,,,,,,,,,
11.70,,,,,,,,,,,,,,,,,,
11.73,,,,,,,,,,,,,,,,,,
11.77,,,,,,,,,,,,,,,,,,
11.80,,,,,,,,,,,,,,,,,,
11.83,,,,,,,,,,,,,,,,,,
11.87,,,,,,,,,,,,,,,,,,
11.90,,,,,,,,,,,,,,,,,,
11.93,,,,,,,,,,,,,,,,,,
11.97,,,,,,,,,,,,,,,,,,
12.00,,,,,,,,,,,,,,,,,,
12.03,,,,,,,,,,,,,,,,,,
12.07,,,,,,,,,,,,,,,,,,
12.10,,,,,,,,,,,,,,,,,,
12.13,,,,,,,,,,,,,,,,,,
12.17,,,,,,,,,,,,,,,,,,
12.20,,,,,,,,,,,,,,,,,,
12.23,,,,,,,,,,,,,,,,,,
12.27,,,,,,,,,,,,,,,,,,
12.30,,,,,,,,,,,,,,,,,,
12.33,,,,,,,,,,,,,,,,,,
12.37,,,,,,,,,,,,,,,,,,
12.40,,,,,,,,,,,,,,,,,,
12.43,,,,,,,,,,,,,,,,,,
12.47,,,,,,,,,,,,,,,,,,
12.50,,,,,,,,,,,,,,,,,,
12.53,,,,,,,,,,,,,,,,,,
12.57,,,,,,,,,,,,,,,,,,
12.60,,,,,,,,,,,,,,,,,,
12.63,,,,,,,,,,,,,,,,,,
12.67,,,,,,,,,,,,,,,,,,
12.70,,,,,,,,,,,,,,,,,,
12.73,,,,,,,,,,,,,,,,,,
12.77,,,,,,,,,,,,,,,,,,
12.80,,,,,,,,,,,,,,,,,,
12.83,,,,,,,,,,,,,,,,,,
12.87,,,,,,,,,,,,,,,,,,
12.90,,,,,,,,,,,,,,,,,,
12.93,,,,,,,,,,,,,,,,,,
12.97,,,,,,,,,,,,,,,,,,
13.00,,,,,,,,,,,,,,,,,,
13.03,,,,,,,,,,,,,,,,,,
13.07,,,,,,,,,,,,,,,,,,
13.10,,,,,,,,,,,,,,,,,,
13.13,,,,,,,,,,,,,,,,,,
13.17,,,,,,,,,,,,,,,,,,
13.20,,,,,,,,,,,,,,,,,,
13.23,,,,,,,,,,,,,,,,,,
13.27,,,,,,,,,,,,,,,,,,
13.30,,,,,,,,,,,,,,,,,,
13.33,,,,,,,,,,,,,,,,,,
13.37,,,,,,,,,,,,,,,,,,
13.40,,,,,,,,,,,,,,,,,,
13.43,,,,,,,,,,,,,,,,,,
13.47,,,,,,,,,,,,,,,,,,
13.50,,,,,,,,,,,,,,,,,,
13.53,,,,,,,,,,,,,,,,,,
13.57,,,,,,,,,,,,,,,,,,
13.60,,,,,,,,,,,,,,,,,,
13.63,,,,,,,,,,,,,,,,,,
13.67,,,,,,,,,,,,,,,,,,
13.70,,,,,,,,,,,,,,,,,,
13.73,,,,,,,,,,,,,,,,,,
13.77,,,,,,,,,,,,,,,,,,
13.80,,,,,,,,,,,,,,,,,,
13.83,,,,,,,,,,,,,,,,,,
13.87,,,,,,,,,,,,,,,,,,
13.90,,,,,,,,,,,,,,,,,,
13.93,,,,,,,,,,,,,,,,,,
13.97,,,,,,,,,,,,,,,,,,
14.00,,,,,,,,,,,,,,,,,,
14.03,,,,,,,,,,,,,,,,,,
14.07,,,,,,,,,,,,,,,,,,
14.10,,,,,,,,,,,,,,,,,,
14.13,,,,,,,,,,,,,,,,,,
14.17,,,,,,,,,,,,,,,,,,
14.20,,,,,,,,,,,,,,,,,,
14.23,,,,,,,,,,,,,,,,,,
14.27,,,,,,,,,,,,,,,,,,
14.30,,,,,,,,,,,,,,,,,,
14.33,,,,,,,,,,,.00,,.00,,.00,.00,,
14.37,,,,,,,,,,,.00,,.00,,.00,.00,,
14.40,,,,,,,,,,,.00,,.00,,.00,.00,,
14.43,,,,,,,,,,,.00,,.00,,.00,.00,,
14.47,,,,,,,,,,,.00,,.00,,.00,.00,,
14.50,113.00,,,,,,,,,,.00,,.00,,.00,.00,,
14.53,113.00,,,,,,,,,,.00,,.00,,.00,.00,,
14.57,114.00,,,,,,,,,,.00,,.00,,.00,.00,,
14.60,114.00,,,,,,,,,,.00,,.00,,.00,.00,,
14.63,114.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.67,115.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.70,115.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.73,115.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.77,116.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.80,116.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.83,116.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.87,117.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.90,117.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.93,117.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
14.97,118.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
15.00,118.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
15.03,118.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
15.07,119.00,,.00,,100.00,,100.00,,2.00,,.00,,.00,,.00,.00,,
15.10,119.00,,.00,,,,100.00,,2.00,,.00,,.00,,.00,.00,,
15.13,119.00,,.00,,,,100.00,,2.00,,.00,,.00,,.00,.00,,
15.17,119.00,,.00,,,,100.00,,2.00,,.00,,.00,,.00,.00,,
15.20,120.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.23,121.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.27,121.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.30,122.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.33,122.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.37,123.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.40,123.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
15.43,124.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
15.47,124.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
15.50,124.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
15.53,125.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
15.57,125.00,,.00,,,,,,2.00,,3.00,,3.00,,.00,.00,,
15.60,125.00,,.00,,,,,,2.00,,3.00,,3.00,,.00,.00,,
15.63,126.00,,.00,,,,,,2.00,,3.00,,3.00,,.00,.00,,
15.67,126.00,,.00,,,,,,2.00,,3.00,,3.00,,.00,.00,,
15.70,126.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.73,127.00,,.00,,,,,,2.00,,.00,,.00,,.00,.00,,
15.77,127.00,,.00,,,,,,2.00,,4.00,,2.00,,2.00,.00,,
15.80,127.00,,.00,,,,,,2.00,,11.00,,2.00,,9.00,.00,,
15.83,128.00,,.00,,,,,,2.00,,11.00,,2.00,,9.00,.00,,
15.87,128.00,,.00,,,,,,2.00,,10.00,,2.00,,8.00,.00,,
15.90,128.00,,.00,,,,,,2.00,,12.00,,2.00,,10.00,.00,,
15.93,128.00,,.00,,,,,,2.00,,12.00,,2.00,,10.00,.00,,
15.97,129.00,,.00,,,,,,2.00,,12.00,,2.00,,10.00,.00,,
16.00,129.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
16.03,130.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
16.07,130.00,,.00,,,,,,2.00,,2.00,,2.00,,.00,.00,,
16.10,130.00,,.00,,,,,,2.00,,11.00,,2.00,,9.00,.00,,
16.13,131.00,,.00,,,,,,2.00,,14.00,,2.00,,10.00,2.00,,
16.17,131.00,,.00,,,,,,2.00,,12.00,,2.00,,10.00,.00,,
16.20,131.00,,.00,,,,,,2.00,,23.00,,2.00,,10.00,11.00,,
16.23,132.00,,.00,,,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.27,132.00,,.00,,,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.30,132.00,,.00,,90.40,,,,2.00,,12.00,,2.00,,10.00,.00,,
16.33,133.00,,.00,,90.40,,,,2.00,,13.00,,2.00,,10.00,1.00,,
16.37,133.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.40,134.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.43,134.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.47,134.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.50,135.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.53,135.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.57,135.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.60,136.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.63,136.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.67,137.00,,.00,,90.00,,,,2.00,,30.00,,2.00,,10.00,18.00,,
16.70,137.00,,.00,,90.00,,,,1.00,,30.00,,2.00,,10.00,18.00,,
16.73,137.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
16.77,138.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
16.80,138.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
16.83,139.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
16.87,139.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
16.90,139.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
16.93,139.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
16.97,140.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
17.00,140.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
17.03,141.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
17.07,141.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
17.10,141.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
17.13,142.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
17.17,142.00,,.00,,90.00,,87.50,,1.00,,30.00,,2.00,,10.00,18.00,,
17.20,142.00,,.00,,89.60,,87.10,,1.00,,30.00,,2.00,,10.00,18.00,,
17.23,143.00,,.00,,89.60,,87.10,,1.00,,30.00,,2.00,,10.00,18.00,,
17.27,143.00,,.00,,89.60,,87.10,,1.00,,30.00,,2.00,,10.00,18.00,,
17.30,143.00,,.00,,89.60,,87.10,,1.00,,30.00,,2.00,,10.00,18.00,,
17.33,144.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.37,144.00,,.00,,89.60,,87.10,,,,30.00,,2.00,,10.00,18.00,,
17.40,145.00,,.00,,89.60,,87.10,,,,30.00,,2.00,,10.00,18.00,,
17.43,145.00,,.00,,89.60,,87.10,,,,30.00,,2.00,,10.00,18.00,,
17.47,145.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.50,146.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.53,146.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.57,146.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.60,147.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.63,147.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.67,148.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.70,148.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.73,148.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.77,149.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.80,149.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.83,149.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.87,150.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.90,150.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.93,150.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
17.97,151.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
18.00,151.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
18.03,152.00,,.00,,89.60,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
18.07,152.00,,.00,,89.20,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
18.10,152.00,,.00,,89.20,,87.10,,.00,,30.00,,2.00,,10.00,18.00,,
18.13,153.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.17,153.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.20,154.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.23,154.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.27,154.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.30,155.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.33,155.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.37,155.00,,.00,,89.20,,86.70,,.00,,30.00,,2.00,,10.00,18.00,,
18.40,156.00,,.00,,89.20,,86.70,,-2.00,,30.00,,2.00,,10.00,18.00,,
18.43,156.00,,.00,,89.20,,86.70,,-2.00,,30.00,,2.00,,10.00,18.00,,
18.47,157.00,,.00,,89.20,,86.70,,-1.00,,30.00,,2.00,,10.00,18.00,,
18.50,157.00,,.00,,89.20,,86.70,,-1.00,,30.00,,2.00,,10.00,18.00,,
18.53,157.00,,.00,,89.20,,86.70,,-1.00,,30.00,,2.00,,10.00,18.00,,
18.57,158.00,,.00,,89.20,,86.70,,-1.00,,30.00,,2.00,,10.00,18.00,,
18.60,158.00,,.00,,89.20,,86.70,,-1.00,,30.00,,2.00,,10.00,18.00,,
18.63,159.00,,.00,,89.20,,86.70,,-1.00,,30.00,,2.00,,10.00,18.00,,
18.67,159.00,,.00,,89.20,,86.70,,-1.00,,30.00,,2.00,,10.00,18.00,,
