Time,Stage 1 Speed,Stage 2 Speed,Stage 1 Altitude,Stage 2 Altitude,Stage 1 LOX,Stage 2 LOX,Stage 1 CH4,Stage 2 CH4,Stage 1 Pitch,Stage 2 Pitch,Stage 1 Engines,Stage 2 Engines,Stage 1 Center Engines,Stage 2 Center Engines,Stage 1 Middle Engines,Stage 1 Outer Engines,Stage 2 Outer Engines
0.57,.00,,.00,,91.30,,94.60,,,,33.00,,3.00,,10.00,20.00,,
0.60,.00,,.00,,91.30,,94.60,,,,33.00,,3.00,,10.00,20.00,,
0.64,.00,,.00,,91.30,,94.60,,,,33.00,,3.00,,10.00,20.00,,
0.67,.00,,.00,,91.30,,94.60,,,,33.00,,3.00,,10.00,20.00,,
0.70,.00,,.00,,91.30,,94.60,,,,33.00,,3.00,,10.00,20.00,,
0.73,.00,,.00,,91.30,,94.60,,,,33.00,,3.00,,10.00,20.00,,
0.77,.00,,.00,,91.30,,94.60,,,,33.00,,3.00,,10.00,20.00,,
0.80,.00,,.00,,90.80,,94.20,,.00,,33.00,,3.00,,10.00,20.00,,
0.83,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
0.87,.00,,.00,,90.80,,94.20,,.00,,33.00,,3.00,,10.00,20.00,,
0.90,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
0.94,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
0.97,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.00,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.04,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.07,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.10,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.14,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.17,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.20,.00,,.00,,90.80,,94.20,,,,33.00,,3.00,,10.00,20.00,,
1.23,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.27,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.30,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.33,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.37,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.40,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.44,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.47,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.50,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.54,.00,,.00,,90.80,,94.20,,-2.00,,33.00,,3.00,,10.00,20.00,,
1.57,.00,,.00,,90.80,,94.20,,-2.00,,33.00,,3.00,,10.00,20.00,,
1.61,.00,,.00,,90.80,,94.20,,-2.00,,33.00,,3.00,,10.00,20.00,,
1.64,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.67,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.71,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.74,.00,,.00,,90.80,,94.20,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.77,.00,,.00,,90.80,,93.80,,-1.00,,33.00,,3.00,,10.00,20.00,,
1.80,1.00,,.00,,90.80,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
1.84,1.00,,.00,,90.80,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
1.87,1.00,,.00,,90.80,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
1.90,1.00,,.00,,90.80,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
1.93,1.00,,.00,,90.80,,93.80,,,,33.00,,3.00,,10.00,20.00,,
1.97,1.00,,.00,,90.80,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.00,1.00,,.00,,90.80,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.04,1.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.07,1.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.10,2.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.14,2.00,,.00,,90.40,,93.80,,-1.00,,33.00,,3.00,,10.00,20.00,,
2.17,2.00,,.00,,90.40,,93.80,,-1.00,,33.00,,3.00,,10.00,20.00,,
2.20,2.00,,.00,,90.40,,93.80,,-1.00,,33.00,,3.00,,10.00,20.00,,
2.24,2.00,,.00,,90.40,,93.80,,-1.00,,33.00,,3.00,,10.00,20.00,,
2.27,2.00,,.00,,90.40,,93.80,,-1.00,,33.00,,3.00,,10.00,20.00,,
2.30,3.00,,.00,,90.40,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
2.34,3.00,,.00,,90.40,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
2.37,3.00,,.00,,90.40,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
2.40,3.00,,.00,,90.40,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
2.43,3.00,,.00,,90.40,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
2.47,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.50,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.54,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.57,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.61,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.64,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.67,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.70,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.74,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.77,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.80,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.84,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.87,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.90,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.94,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
2.97,3.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.00,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.04,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.07,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.10,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.14,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.17,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.21,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.24,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.27,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.30,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.34,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.37,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.40,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.44,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.47,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.50,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.54,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.57,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.61,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.64,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.67,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.70,4.00,,.00,,90.40,,93.80,,,,33.00,,3.00,,10.00,20.00,,
3.74,4.00,,.00,,90.40,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
3.77,4.00,,.00,,90.40,,93.80,,-2.00,,33.00,,3.00,,10.00,20.00,,
3.80,4.00,,.00,,90.40,,93.30,,-2.00,,33.00,,3.00,,10.00,20.00,,
3.84,5.00,,.00,,90.40,,93.30,,-2.00,,33.00,,3.00,,10.00,20.00,,
3.87,5.00,,.00,,90.40,,93.30,,-2.00,,33.00,,3.00,,10.00,20.00,,
3.90,5.00,,.00,,90.40,,93.30,,-2.00,,33.00,,3.00,,10.00,20.00,,
3.94,5.00,,.00,,90.00,,93.30,,-2.00,,33.00,,3.00,,10.00,20.00,,
3.97,5.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.00,6.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.04,6.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.07,7.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.11,7.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.14,8.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.17,8.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.21,8.00,,.00,,90.00,,93.30,,,,33.00,,3.00,,10.00,20.00,,
4.24,9.00,,.00,,90.00,,93.30,,-2.00,,33.00,,3.00,,10.00,20.00,,
4.27,9.00,,.00,,90.00,,93.30,,-2.00,,33.00,,3.00,,10.00,20.00,,
4.31,9.00,,.00,,90.00,,93.30,,-1.00,,33.00,,3.00,,10.00,20.00,,
4.34,9.00,,.00,,90.00,,93.30,,-1.00,,33.00,,3.00,,10.00,20.00,,
4.37,10.00,,.00,,90.00,,93.30,,-1.00,,33.00,,3.00,,10.00,20.00,,
4.41,11.00,,.00,,89.20,,92.50,,-1.00,,33.00,,3.00,,10.00,20.00,,
4.44,12.00,,.00,,89.20,,92.50,,-1.00,,33.00,,3.00,,10.00,20.00,,
4.47,13.00,,.00,,89.20,,92.50,,-1.00,,33.00,,3.00,,10.00,20.00,,
4.50,14.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.54,14.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.57,15.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.61,16.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.64,17.00,,.00,,89.20,,92.50,,.00,,33.00,,3.00,,10.00,20.00,,
4.67,17.00,,.00,,89.20,,92.50,,.00,,33.00,,3.00,,10.00,20.00,,
4.71,18.00,,.00,,89.20,,92.50,,.00,,33.00,,3.00,,10.00,20.00,,
4.74,19.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.77,20.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.80,20.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.84,21.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.87,22.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.91,23.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.94,24.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
4.97,24.00,,.00,,89.20,,92.50,,,,33.00,,3.00,,10.00,20.00,,
5.00,25.00,,.00,,88.80,,92.10,,-1.00,,33.00,,3.00,,10.00,20.00,,
5.04,25.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.07,26.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.11,27.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.14,27.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.17,28.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.21,28.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.24,29.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.27,29.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.31,30.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.34,31.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.37,31.00,,.00,,88.80,,92.10,,.00,,33.00,,3.00,,10.00,20.00,,
5.41,31.00,,.00,,88.80,,92.10,,,,33.00,,3.00,,10.00,20.00,,
5.44,32.00,,.00,,88.30,,91.70,,,,33.00,,3.00,,10.00,20.00,,
5.47,33.00,,.00,,88.30,,91.70,,,,33.00,,3.00,,10.00,20.00,,
5.51,34.00,,.00,,88.30,,91.70,,-1.00,,33.00,,3.00,,10.00,20.00,,
5.54,35.00,,.00,,88.30,,91.70,,,,33.00,,3.00,,10.00,20.00,,
5.58,35.00,,.00,,88.30,,91.70,,,,33.00,,3.00,,10.00,20.00,,
5.61,36.00,,.00,,88.30,,91.70,,,,33.00,,3.00,,10.00,20.00,,
5.64,37.00,,.00,,88.30,,91.70,,-1.00,,33.00,,3.00,,10.00,20.00,,
5.68,38.00,,.00,,88.30,,91.70,,-1.00,,33.00,,3.00,,10.00,20.00,,
5.71,38.00,,.00,,88.30,,91.70,,-2.00,,33.00,,3.00,,10.00,20.00,,
5.74,39.00,,.00,,88.30,,91.70,,-2.00,,33.00,,3.00,,10.00,20.00,,
5.77,39.00,,.00,,88.30,,91.70,,-1.00,,33.00,,3.00,,10.00,20.00,,
5.81,40.00,,.00,,87.90,,91.30,,.00,,33.00,,3.00,,10.00,20.00,,
5.84,41.00,,.00,,87.90,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
5.87,42.00,,.00,,87.90,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
5.91,42.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
5.94,43.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
5.97,43.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.01,43.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.04,45.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.07,46.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.11,46.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.14,47.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.17,47.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.21,48.00,,.00,,87.90,,91.30,,,,33.00,,3.00,,10.00,20.00,,
6.24,49.00,,.00,,87.90,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
6.27,49.00,,.00,,87.90,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
6.31,50.00,,.00,,87.90,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
6.34,50.00,,.00,,87.90,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
6.37,51.00,,.00,,87.50,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
6.41,52.00,,.00,,87.50,,91.30,,1.00,,33.00,,3.00,,10.00,20.00,,
6.44,52.00,,.00,,87.50,,90.80,,1.00,,33.00,,3.00,,10.00,20.00,,
6.47,53.00,,.00,,87.50,,90.80,,1.00,,33.00,,3.00,,10.00,20.00,,
6.51,53.00,,.00,,87.50,,90.80,,1.00,,33.00,,3.00,,10.00,20.00,,
6.54,54.00,,.00,,87.50,,90.80,,.00,,33.00,,3.00,,10.00,20.00,,
6.58,54.00,,.00,,87.50,,90.80,,.00,,33.00,,3.00,,10.00,20.00,,
6.61,55.00,,.00,,87.50,,90.80,,.00,,33.00,,3.00,,10.00,20.00,,
6.64,55.00,,.00,,87.50,,90.80,,.00,,33.00,,3.00,,10.00,20.00,,
6.68,56.00,,.00,,87.50,,90.80,,.00,,33.00,,3.00,,10.00,20.00,,
6.71,56.00,,.00,,87.50,,90.80,,,,33.00,,3.00,,10.00,20.00,,
6.74,57.00,,.00,,87.50,,90.80,,,,33.00,,3.00,,10.00,20.00,,
6.77,57.00,,.00,,87.50,,90.80,,,,33.00,,3.00,,10.00,20.00,,
6.81,58.00,,.00,,87.50,,90.80,,,,33.00,,3.00,,10.00,20.00,,
6.84,59.00,,.00,,87.50,,90.80,,.00,,33.00,,3.00,,10.00,20.00,,
6.87,59.00,,.00,,87.50,,90.80,,,,33.00,,3.00,,10.00,20.00,,
6.91,59.00,,.00,,87.50,,90.80,,,,33.00,,3.00,,10.00,20.00,,
6.94,60.00,,.00,,87.50,,90.80,,,,33.00,,3.00,,10.00,20.00,,
6.98,60.00,,.00,,87.50,,90.80,,2.00,,33.00,,3.00,,10.00,20.00,,
7.01,61.00,,.00,,87.50,,90.80,,2.00,,33.00,,3.00,,10.00,20.00,,
7.04,61.00,,.00,,87.50,,90.80,,2.00,,33.00,,3.00,,10.00,20.00,,
7.07,61.00,,.00,,87.50,,90.80,,2.00,,33.00,,3.00,,10.00,20.00,,
7.11,62.00,,.00,,87.50,,90.80,,2.00,,33.00,,3.00,,10.00,20.00,,
7.14,62.00,,.00,,87.50,,90.80,,2.00,,33.00,,3.00,,10.00,20.00,,
7.17,63.00,,.00,,87.50,,90.80,,2.00,,33.00,,3.00,,10.00,20.00,,
7.21,63.00,,.00,,87.10,,90.40,,2.00,,33.00,,3.00,,10.00,20.00,,
7.24,64.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.27,64.00,,.00,,87.10,,90.40,,1.00,,33.00,,3.00,,10.00,20.00,,
7.31,65.00,,.00,,87.10,,90.40,,2.00,,33.00,,3.00,,10.00,20.00,,
7.34,65.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.37,66.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.41,66.00,,.00,,87.10,,90.40,,1.00,,33.00,,3.00,,10.00,20.00,,
7.44,67.00,,.00,,87.10,,90.40,,1.00,,33.00,,3.00,,10.00,20.00,,
7.47,67.00,,.00,,87.10,,90.40,,1.00,,33.00,,3.00,,10.00,20.00,,
7.51,68.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.54,68.00,,.00,,87.10,,90.40,,2.00,,33.00,,3.00,,10.00,20.00,,
7.58,69.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.61,69.00,,.00,,87.10,,90.40,,1.00,,33.00,,3.00,,10.00,20.00,,
7.64,70.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.68,70.00,,.00,,87.10,,90.40,,1.00,,33.00,,3.00,,10.00,20.00,,
7.71,71.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.74,71.00,,.00,,87.10,,,,,,33.00,,3.00,,10.00,20.00,,
7.77,72.00,,.00,,87.10,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.81,72.00,,.00,,86.70,,90.40,,2.00,,33.00,,3.00,,10.00,20.00,,
7.84,73.00,,.00,,86.70,,90.40,,,,33.00,,3.00,,10.00,20.00,,
7.87,73.00,,.00,,86.70,,90.00,,2.00,,33.00,,3.00,,10.00,20.00,,
7.91,74.00,,.00,,86.70,,90.40,,,,33.00,,3.00,,10.00,20.00,,
